MatchID,SeasonMatchNumber,TeamName,Date_of_Match,Opponent,HomeOrAway,Outcome,GoalsFor,GoalsAgainst,Assists,MatchLength,FirstHalfLength,SecondHalfLength,Formation,Starters,Substitutes,Captains,CurrentStanding,PossessionPercent,ShotsFor,ShotsAgainst,ShotsOnGoal,ShotsOnGoalAgainst,BlockedShots,TotalPasses,PassingAccuracyPercentage,CornersFor,CornersAgainst,CrossesFor,CrossesAgainst,DualsWon,Saves,Clearances,FoulsPerpetrated,FoulsAgainst,YellowCardsRecieved,RedCardsRecieved,OwnGoals,ThrowInsFor,GoalsInMatchFor,GoalsInMatchAgainst,PKTime,PKsPlayers,PKScored,DirectionFor,HeightFor,OnWWOutFor,TouchedFor,DirectionAgainst,HeightAgainst,OnWWOutAgainst,TouchedAgainst
ccdd,xxx,As seen on Team ID sheet,ddmmyyyy,TeamID,home or away,"W, L, or D",xx,xx,xx,mmmss,mmss,mmss,x-x-x-x...,"""pp, pp, pp...""","""iioohmmm, ...""","""pp, pp ...""",xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,"""ppaahmmmss, ppaahmmss""","""kkhmmmss""","""hmmmss, hmmmss""","""Spp or Kpp, ...""","""Y or N or R""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA"""
0304,025,Chicago Red Stars,13042024,01,home,L,00,01,00,09917,4904,5013,4-3-3,"""01, 23, 03, 12, 28, 15, 04, 05, 55, 34, 24""","""08151046, 07552069, 10052069, 33342075""","""01""",02,44,10,07,04,04,03,256,76,05,04,16,11,48,02,14,16,11,01,00,01,28,X,"""01103937""",X,X,X,X,X,X,X,X,X,X,X
0104,025,Angel City FC,13042024,03,away,W,01,00,00,09917,4904,5013,4-3-3,"""13, 03, 11, 06, 27, 08, 28, 07, 21, 02, 10""","""29072064, 33102064, 26082072, 99282089""","""11""",14,56,07,10,04,04,02,357,82,04,05,11,16,65,01,36,11,16,03,00,00,25,"""OG28103937""",X,X,X,X,X,X,X,X,X,X,X,X
1217,116,San Diego Wave,23082024,01,home,L,01,02,01,10447,5150,5257,4-2-3-1,"""01, 14, 12, 02, 06, 15, 05, 10, 25, 77, 18""","""23152079, 20252062, 20122062, 07182061, 13102046""","""02""",10,48,11,11,02,06,05,231,71,06,05,23,09,64,04,13,10,15,00,00,00,33,"""0277209630""","""011001948, 01102818""",X,X,X,X,X,X,X,X,X,X,X
0117,116,Angel City FC,23082024,12,away,W,02,01,01,10447,5150,5257,4-2-3-1,"""13, 03, 06, 08, 99, 11, 27, 10, 17, 21, 24""","""23102089, 07172079, 16212079, 02242065""","""11""",11,52,11,11,06,02,01,285,75,05,06,09,23,56,01,28,15,10,01,00,00,27,"""2108101948, 2108102818""","""13209630""",X,X,X,X,X,X,X,X,X,X,X
0519,129,Kansas City Current,07092024,13,home,W,01,00,01,09517,4509,5008,4-1-3-2,"""01, 18, 27, 15, 04, 10, 16, 99, 05, 08, 06""","""11182061, 09082072, 22162085, 07992085""","""10""",03,56,13,10,05,06,01,455,82,07,05,20,16,52,06,17,09,07,00,00,00,25,"""0610204627""",X,X,X,X,X,X,X,X,X,X,X,X
1319,129,Utah Royals FC,07092024,05,away,L,00,01,00,09517,4509,5008,4-3-3,"""01, 03, 08, 18, 16, 17, 29, 26, 24, 33, 04""","""12162063, 22172072, 21112088, 07042088""","""04, 07""",14,44,10,13,06,05,01,321,74,05,07,16,20,40,04,26,07,09,00,00,00,22,X,"""01204627""",X,X,X,X,X,X,X,X,X,X,X
1413,085,Washington Spirit,15062024,12,home,D,01,01,00,10226,5003,5223,4-2-3-1,"""01, 03, 05, 09, 14, 17, 26, 16, 07, 02, 11""","""33141045, 13112078""","""01""",03,47,17,07,12,05,04,274,77,07,06,17,22,40,02,22,10,09,02,00,00,21,"""07XX209520""","""01101914""",X,X,X,X,X,X,X,X,X,X,X
1212,085,San Diego Wave,15062024,14,away,D,01,01,01,10226,5003,5223,4-2-3-1,"""01, 06, 02, 04, 14, 24, 21, 10, 11, 77, 13""","""15102064, 05112078, 19772078, 20132086"" ","""02""",09,53,07,17,05,12,02,294,75,06,07,22,17,42,07,21,09,10,04,00,00,24,"""1177101914""","""01209520""",X,X,X,X,X,X,X,X,X,X,X
1424,166,Washington Spirit,13102024,11,home,W,04,01,01,09909,4703,5206,4-2-3-1,"""01, 14, 24, 09, 26, 17, 22, 19, 16, 08, 33""","""05242067, 02162067, 06262075, 13192075, 04082086""","""01""",02,51,19,10,06,05,03,414,86,05,04,18,11,28,04,10,07,08,01,00,00,18,"""08XX103509, 0819104259, 33XX205539, 04XX209615""","""01207118""","""205539""",S33,Y,R,L,ON,N,NA,NA,NA,NA
1124,166,Racing Louisville FC,13102024,14,away,L,01,04,01,09909,4703,5206,4-2-3-1,"""01, 02, 05, 20, 03, 08, 26, 16, 88, 14, 09""","""07141046, 13882060, 17162087, 21082091""","""20""",09,49,10,19,05,06,00,383,83,04,05,11,18,38,02,13,08,07,00,00,00,12,"""1308207118""","""01103509, 01104259, 01205539, 001209615""","""205539""",K01,Y,NA,NA,NA,NA,R,L,On,N
1302,008,Utah Royals FC,22032024,07,home,W,02,01,02,10658,5147,5511,4-1-4-1,"""01, 16, 18, 08, 28, 06, 09, 19, 22, 04, 33""","""13281048, 11302066, 13192066, 21222080""","""04""",13,33,02,17,02,11,00,190,70,02,07,09,29,50,02,44,12,12,04,00,00,11,"""0804101432, 0918102912""","""01102523""","""205707, 205844""","""K01, K01""","""N, N""","""NA, NA""","""NA, NA""","""NA, NA""","""NA, NA""","""L, C""","""L, L""","""WW, On""","""N, Y"""
0702,008,North Carolina Courage,22032024,13,away,L,01,02,00,10658,5147,5511,4-3-3,"""14, 34, 05, 02, 10, 06, 13, 03, 07, 11, 01""","""23142064, 08342072, 94132073, 17062080, 16112080""","""10""",01,67,17,02,02,11,08,470,84,07,02,29,09,42,00,09,12,12,00,00,00,36,"""02XX102523""","""01101432, 01102912""","""205707, 205844""","""S07, S07""",N,"""L, C""","""L, L""","""WW, On""","""N, Y""","""NA, NA""","""NA, NA""","""NA, NA""","""NA, NA"""
0306,038,Chicago Red Stars,27042024,10,home,L,00,02,00,10719,5200,5519,4-2-3-1,"""09, 55, 34, 24, 04, 05, 32, 03, 12, 23, 01""","""11022057, 13052057, 26552065, 10342077, 30242077""","""01""",03,46,16,13,10,11,06,289,75,07,02,21,15,64,06,24,11,10,01,00,00,22,X,"""01100931, 01102518""",X,X,X,X,X,X,X,X,X,X,X
1006,038,Portland Thorns FC,27042024,03,away,W,02,00,02,10719,5200,5519,4-3-3,"""18, 23, 05, 04, 02, 21, 17, 08, 22, 12, 09""","""16122046, 13212061, 25232061, 15222074, 19092087""","""04""",09,54,13,16,10,11,02,359,78,02,07,15,21,47,03,22,10,11,03,00,00,23,"""0908100931, 0912102518""",X,X,X,X,X,X,X,X,X,X,X,X
0110,069,Angel City FC,23052024,12,home,D,00,00,00,10337,4902,5435,4-2-3-1,"""02, 21, 29, 10, 07, 99, 20, 06, 27, 03, 13""","""17292062, 16152063, 28992073, 09202079""","""10""",09,51,11,15,09,07,04,333,81,05,06,22,03,53,05,31,09,12,02,00,00,18,X,X,X,X,X,X,X,X,X,X,X,X,X
1210,069,San Diego Wave,23052024,01,away,D,00,00,00,10337,4902,5435,4-4-2,"""11, 23, 77, 24, 21, 18, 14, 04, 02, 06, 01""","""13232063, 10182063, 05212074, 19772074""","""02""",08,49,15,11,07,09,02,285,77,06,05,34,22,48,05,17,12,09,01,00,00,24,X,X,X,X,X,X,X,X,X,X,X,X,X
0224,165,Bay FC,12102024,05,home,L,00,01,00,10819,5644,5135,4-3-3,"""55, 08, 21, 19, 23, 10, 20, 04, 13, 03, 99""","""02102072, 15192087""","""04""",08,57,07,12,03,04,03,425,83,07,05,16,06,41,03,10,07,09,02,00,00,14,X,"""99103410""",X,X,X,X,X,X,X,X,X,X,X
0524,165,Kansas City Current,12102024,02,away,W,01,00,00,10819,5644,5135,4-2-3-1,"""08, 17, 99, 06, 14, 10, 04, 15, 27, 05, 01""","""16142071, 18042079, 07172079, 22992087, 66082088""","""10""",04,43,12,07,03,04,03,322,81,05,07,06,16,46,02,17,09,07,03,00,00,15,"""06XX103410""",X,X,X,X,X,X,X,X,X,X,X,X
1306,039,Utah Royals FC,27042024,04,home,D,00,00,00,09845,4859,5046,4-3-3,"""01, 16, 05, 08, 03, 12, 21, 10, 09, 33, 04""","""13122062, 20302084""","""04""",14,52,11,07,07,05,03,301,78,05,04,16,15,53,01,16,16,18,01,00,00,30,X,X,X,X,X,X,X,X,X,X,X,X,X
0406,039,Houston Dash,27042024,13,away,D,00,00,00,09845,4859,5046,3-5-2,"""01, 07, 04, 17, 30, 10, 13, 31, 28, 11, 09""","""16221046, 15102064, 20042064, 14282075""","""01""",12,48,07,11,05,07,03,278,77,04,05,15,16,45,04,11,18,16,03,00,00,30,X,X,X,X,X,X,X,X,X,X,X,X,X
1219,133,San Diego Wave,08092024,07,home,L,01,04,01,10946,5441,5505,4-2-3-1,"""13, 69, 77, 25, 15, 05, 14, 04, 12, 20, 01""","""07131015, 24151046, FR012061, 22692063, 06052063, 18772085""","""13, 01, 04""",11,49,11,15,04,06,04,352,82,06,05,15,13,37,02,12,04,07,00,01,00,22,"""1277101214""","""01100306, 01101959, 01104448, 22209324""","""100910""",S13,N,L,M,On,Y,NA,NA,NA,NA
0719,133,North Carolina Courage,08092024,12,away,W,04,01,04,10946,5441,5505,4-2-3-1,"""05, 23, 02, 14, 10, 17, 13, 03, 07, 11, 01""","""09132061, 77232073, 08142073, 25022088, ""27112088""","""10""",06,51,15,11,06,04,01,388,86,05,06,13,15,34,03,10,07,04,01,00,00,24,"""0507100306, 2007101959, 2307104448, 2520209324""","""01101214""","""100910""",K01,N,NA,NA,NA,NA,L,M,On,Y
0302,009,Chicago Red Stars,23032024,08,home,W,02,01,01,10013,4807,5206,4-2-3-1,"""34, 26, 09, 24, 04, 05, 32, 03, 12, 28, 01""","""07261046, 15342078, 13052079, 33092084""","""01""",02,38,06,16,05,09,02,242,70,02,07,10,29,48,01,36,08,05,01,00,00,20,"""05XX104150, 2832206702""","""01206221""",X,X,X,X,X,X,X,X,X,X,X
0802,009,Seattle Reign FC,23032024,03,away,L,01,02,00,10013,4807,5206,4-3-1-2,"""09, 08, 91, 06, 05, 10, 11, 21, 03, 17, 01""","""22172069, 33062069, 47092081, 23082081""","""03""",04,62,16,06,09,05,07,450,79,07,02,29,10,53,01,27,05,08,01,00,00,35,"""91XX206221""","""01104150, 01206702""",X,X,X,X,X,X,X,X,X,X,X
1301,004,Utah Royals FC,16032024,03,home,L,00,02,00,10251,4943,5308,4-1-4-1,"""33, 09, 19, 22, 04, 06, 16, 18, 08, 28, 27""","""13192069, 20062069, 11042088""","""04""",X,67,20,12,12,06,07,416,83,06,05,16,19,36,03,23,07,10,02,00,00,25,X,"""27204924, 27207621""",X,X,X,X,X,X,X,X,X,X,X
0301,004,Chicago Red Stars,16032024,13,away,W,02,00,02,10251,4943,5308,4-4-2,"""34, 09, 55, 05, 04, 26, 28, 12, 03, 32, 01""","""07342061, 33262061, 24092081, 15552094""","""01""",X,33,12,20,06,12,01,158,68,05,06,19,16,29,05,17,10,07,02,00,00,14,"""3403204924, 0733207621""",X,X,X,X,X,X,X,X,X,X,X,X
0324,163,Chicago Red Stars,12102024,06,home,L,00,02,00,10158,4731,5427,4-2-3-1,"""01, 32, 41, 04, 23, 21, 20, 34, 10, 09, 14""","""24342076, 08102089, 33022096""","""01""",06,40,02,12,01,05,00,215,70,02,05,05,27,51,03,26,10,07,01,00,00,23,X,"""01208654, 01209722""","""208654""",K01,Y,NA,NA,NA,NA,R,L,On,N
0624,163,NJ/NY Gotham FC,12202024,03,away,W,02,00,01,10158,4731,5427,4-1-4-1,"""09, 18, 16, 17, 10, 14, 27, 06, 15, 02, 30""","""17151046, 13112061, 22022074, 20172074, 05272083""","""10""",03,60,12,02,05,01,04,382,85,05,02,27,05,47,01,04,07,10,02,00,00,29,"""10XX208654, 0920209722""",X,"""208654""",S10,Y,R,L,On,N,NA,NA,NA,NA
0911,070,Orlando Pride,24052024,10,home,W,02,01,00,09851,4823,5028,4-4-2,"""01, 25, 03, 04, 06, 09, 16, 02, 20, 22, 10""","""11221046, 31202068, 32162076, 29092087, 20252087""","""10""",01,45,22,12,16,05,11,322,81,07,02,17,22,43,03,21,06,09,01,00,00,26,"""22XX102905, 22XX103927""","""01207030""",X,X,X,X,X,X,X,X,X,X,X
1011,070,Portland Thorns FC,24052024,09,away,L,01,02,01,09851,4823,5028,4-3-3,"""18, 02, 20, 04, 23, 17, 21, 08, 13, 12, 16""","""11021046, 15211046, 24121062, 19162072, 25232072""","""04""",04,55,12,22,05,16,01,410,84,02,07,22,17,57,03,25,09,06,02,00,00,24,"""2413207030""","""18102905, 18103927""",X,X,X,X,X,X,X,X,X,X,X
0413,087,Houston Dash,15062024,01,home,D,00,00,00,11328,5157,6131,3-5-2,"""01, 07, 04, 03, 08, 17, 13, 25, 30, 28, 11""","""09222060, 16282061, 31102079, 10172094""","""01""",11,42,09,14,04,11,03,204,65,02,06,10,17,62,05,21,14,17,02,00,00,17,X,X,"""205408""",K01,N,NA,NA,NA,NA,L,L,On,Y
0112,087,Angel City FC,15062024,04,away,D,00,00,00,11328,5157,6131,4-2-3-1,"""13, 03, 11, 27, 20, 28, 99, 21, 29, 10, 02""","""16102063, 06112063, 24992073, 09202073, 17292086""","""11, 03""",12,58,14,09,11,04,03,350,80,06,02,17,10,52,01,16,17,14,01,00,00,39,X,X,"""205408""",S10,N,L,L,On,Y,NA,NA,NA,NA
1222,152,San Diego Wave,28092024,10,home,W,02,00,01,09731,4506,5225,4-2-3-1,"""01, 75, 14, 04, 12, 24, 05, 77, 15, 69, 07""","""18072059, 25152059, 20122059, 11752075, 20692089""","""01""",12,59,15,16,04,06,06,440,83,04,03,24,12,43,06,15,08,11,00,00,00,19,"""18XX206851, 2577207346""",X,X,X,X,X,X,X,X,X,X,X,X
1022,152,Portland Thorns FC,28092024,12,away,L,00,02,00,09731,4506,5225,3-4-1-2,"""30, 05, 04, 20, 02, 17, 21, 23, 13, 12, 22""","""15222070, 24122081, 11202081, 77212089""","""04""",06,41,16,15,06,04,04,278,73,03,04,12,24,51,02,23,11,08,00,00,00,21,X,"""30206851, 20207346""",X,X,X,X,X,X,X,X,X,X,X
0617,115,NJ/NY Gotham FC,24082014,10,home,W,02,00,02,10120,4935,5145,4-2-3-1,"""30, 02, 27, 06, 03, 17, 14, 28, 09, 18, 13""","""22021046, 16122054, 15062054, 07282083, 08142089""","""14, 07""",04,52,16,09,09,03,02,390,83,03,02,15,12,46,03,12,08,09,00,00,00,20,"""1303100644, 1816206906""",X,X,X,X,X,X,X,X,X,X,X,X
1017,115,Portland Thorns FC,24082024,06,away,L,00,02,00,10120,4935,5145,4-4-2,"""13, 12, 24, 21, 08, 77, 02, 20, 04, 23, 18""","""5242056, 66122056, 11022067, 25212078, 29772078""","""04""",05,48,09,16,03,09,04,342,79,02,03,12,15,45,07,14,09,08,01,00,00,22,X,"""18100644, 18206906""",X,X,X,X,X,X,X,X,X,X,X
1024,162,Portland Thorns FC,11102024,09,home,W,02,00,02,10113,4910,5203,4-4-2,"""18, 02, 04, 05, 11, 22, 21, 17, 15, 12, 13""","""24222063, 23122080, 27152080, 77132091""","""12, 04""",07,42,16,10,06,04,05,284,78,04,04,10,19,55,04,18,11,09,02,00,00,24,"""220210156, 1217205444""",X,X,X,X,X,X,X,X,X,X,X,X
0924,162,Orlando Pride,11202024,10,away,L,00,02,00,10113,4910,5203,4-3-3,"""11, 20, 17, 15, 28, 25, 12, 31, 01, 19, 01""","""30282055, 22192065, 06122065, 09072065, 10112076""","""03, 10""",01,58,10,16,04,06,01,415,84,04,04,19,10,47,04,13,09,11,01,00,00,27,X,"""01101156, 01205444""",X,X,X,X,X,X,X,X,X,X,X
0525,170,Kansas City Current,19102024,12,home,W,04,01,01,10126,4907,5219,4-3-3,"""01, 18, 27, 15, 05, 14, 10, 17, 06, 08, 16""","""99062071, 12042071, 22162078, 66172078, 11142081""","""10, 11""",04,42,15,08,07,01,05,306,80,04,12,14,25,39,01,25,11,11,00,00,00,13,"""17XX102150, OG01103005, 0608205354, 9908207910""","""01208745""",X,X,X,X,X,X,X,X,X,X,X
1225,170,San Diego Wave,19102024,05,away,L,01,04,00,10126,4907,5219,4-2-3-1,"""18, 69, 21, 15, 24, 05, 16, 04, 14, 75, 01""","""07181046, 11241046, 77212063, 19152081""","""01""",13,58,08,15,01,07,01,421,82,12,04,25,14,34,04,11,11,11,01,00,01,22,"""69XX208745""","""01102150, 01103005, 01205354, 01207910""",X,X,X,X,X,X,X,X,X,X,X
0503,016,Kansas City Current,30032024,01,home,W,04,02,03,11018,5147,5831,4-2-3-1,"""09, 77, 16, 06, 10, 14, 18, 24, 07, 05, 21""","""94162072, 02092093, 12772093, 11102102""","""10, 11""",02,42,17,17,14,11,04,247,74,05,10,19,24,48,03,31,10,10,01,00,00,24,"""1606100558, 7716104527, 0609205041, 09XX209111""","""21204919, 21207755""",X,X,X,X,X,X,X,X,X,X,X
0103,016,Angel City FC,30032024,05,away,L,02,04,01,11018,5147,5831,4-3-3,"""10, 02, 21, 08, 26, 17, 27, 11, 14, 05, 19""","""07102065, 24022066, 15052083""","""05, 11""",11,58,17,17,11,14,06,362,78,10,05,24,19,43,05,25,10,10,02,00,00,37,"""0210204919, 24XX207755""","""19100558, 19104527, 19205041, 19209111""",X,X,X,X,X,X,X,X,X,X,X
1108,055,Racing Louisville FC,10052024,14,home,L,01,02,00,10039,5729,5310,4-2-3-1,"""01, 02, 03, 20, 16, 14, 26, 09, 07, 13, 23""","""66092072""","""20""",08,52,14,09,09,05,03,311,76,02,04,13,06,56,02,09,10,02,02,00,01,26,"""07XX105045""","""0110408, 01103354""","""102508""",S07,N,R,L,On,Y,NA,NA,NA,NA
